SAMPLE.ID,LAKE.NO,DOY,TAXON,LENGTH.UM,ABUNDANCE.L,GROUP
E19001137zoo,A,137,Cyclopoida,482.664,52.92035398,Cyclopoid
E19001140zoo,A,140,Pompholyx,75.3,4.955752212,Rotifer
E19001140zoo,A,140,Keratella.cochlearis,90.23333333,74.33628319,Rotifer
E19001140zoo,A,140,Nauplii,144.996,193.2743363,Nauplii
E19001140zoo,A,140,Keratella.quadrata,147,9.911504425,Rotifer
E19001140zoo,A,140,Chydorus,257.1,14.86725664,SmCladocera
E19001140zoo,A,140,Bosmina,286.7714286,34.69026549,SmCladocera
E19001140zoo,A,140,Cyclopoida,451.8636364,109.0265487,Cyclopoid
E19001142zoo,A,142,Polyarthra,75.1,2.300884956,Rotifer
E19001142zoo,A,142,Keratella.cochlearis,86.69090909,25.30973451,Rotifer
E19001142zoo,A,142,Nauplii,131.9,197.8761062,Nauplii
E19001142zoo,A,142,Keratella.quadrata,175.65,4.601769912,Rotifer
E19001142zoo,A,142,Chydorus,215.2,2.300884956,SmCladocera
E19001142zoo,A,142,Bosmina,332.1888889,20.7079646,SmCladocera
E19001142zoo,A,142,Cyclopoida,410.2541667,55.22123894,Cyclopoid
E19001142zoo,A,142,Daphnia,663.092,128.8495575,LgCladocera
E19001144zoo,A,144,Keratella.cochlearis,83.15,11.68141593,Rotifer
E19001144zoo,A,144,Nauplii,136.972,519.8230088,Nauplii
E19001144zoo,A,144,Keratella.quadrata,149.8,11.68141593,Rotifer
E19001144zoo,A,144,Chydorus,187.4,5.840707965,SmCladocera
E19001144zoo,A,144,Bosmina,258.94,29.20353982,SmCladocera
E19001144zoo,A,144,Cyclopoida,347.29,116.8141593,Cyclopoid
E19001144zoo,A,144,Daphnia,657.296,327.079646,LgCladocera
E19001144zoo,A,144,Calanoida,896.15,11.68141593,Calanoid
E19001147zoo,A,147,Keratella.cochlearis,92.5,6.460176991,Rotifer
E19001147zoo,A,147,Keratella.quadrata,153.65,6.460176991,Rotifer
E19001147zoo,A,147,Nauplii,165,151.8141593,Nauplii
E19001147zoo,A,147,Bosmina,287.45,6.460176991,SmCladocera
E19001147zoo,A,147,Cyclopoida,495.55,6.460176991,Cyclopoid
E19001147zoo,A,147,Calanoida,557.9,19.38053097,Calanoid
E19001147zoo,A,147,Daphnia,912.4333333,29.07079646,LgCladocera
E19001149zoo,A,149,Keratella.cochlearis,99.66666667,9.292035398,Rotifer
E19001149zoo,A,149,Nauplii,143.16,108.4070796,Nauplii
E19001149zoo,A,149,Chydorus,256.8083333,37.16814159,SmCladocera
E19001149zoo,A,149,Calanoida,426.5866667,46.46017699,Calanoid
E19001149zoo,A,149,Cyclopoida,522.0695652,71.23893805,Cyclopoid
E19001151zoo,A,151,Kellicottia,72.1,4.247787611,Rotifer
E19001151zoo,A,151,Nauplii,135.048,157.1681416,Nauplii
E19001151zoo,A,151,Keratella.cochlearis,146.55,25.48672566,Rotifer
E19001151zoo,A,151,Chydorus,249.55,8.495575221,SmCladocera
E19001151zoo,A,151,Bosmina,282.55,8.495575221,SmCladocera
E19001151zoo,A,151,Calanoida,648.692,152.920354,Calanoid
E19001151zoo,A,151,Daphnia,734.5565217,97.69911504,LgCladocera
E19001154zoo,A,154,Nauplii,138.0125,93.45132743,Nauplii
E19001154zoo,A,154,Synchaeta,150,17.52212389,Rotifer
E19001154zoo,A,154,Keratella.quadrata,163.925,23.36283186,Rotifer
E19001154zoo,A,154,Chydorus,297.2,5.840707965,SmCladocera
E19001154zoo,A,154,Cyclopoida,413.5,5.840707965,Cyclopoid
E19001154zoo,A,154,Calanoida,554.0466667,87.61061947,Calanoid
E19001154zoo,A,154,Daphnia,998.48,157.699115,LgCladocera
E19001161zoo,A,161,Keratella.quadrata,151.9333333,60.53097345,Rotifer
E19001161zoo,A,161,Keratella.cochlearis,156.2,35.30973451,Rotifer
E19001161zoo,A,161,Nauplii,172.188,332.920354,Nauplii
E19001161zoo,A,161,Cyclopoida,629.3,5.044247788,Cyclopoid
E19001161zoo,A,161,Calanoida,665.408,161.4159292,Calanoid
E19001161zoo,A,161,Daphnia,673.275,20.17699115,LgCladocera
E19001168zoo,A,168,Keratella.cochlearis,133.2,3.716814159,Rotifer
E19001168zoo,A,168,Nauplii,150.272,152.3893805,Nauplii
E19001168zoo,A,168,Keratella.quadrata,154.6,7.433628319,Rotifer
E19001168zoo,A,168,Daphnia,586.84,18.5840708,LgCladocera
E19001168zoo,A,168,Calanoida,646.376,104.0707965,Calanoid
E19001170zoo,A,170,Keratella.cochlearis,126.48,23.45132743,Rotifer
E19001170zoo,A,170,Nauplii,168.06,117.2566372,Nauplii
E19001170zoo,A,170,Chydorus,244.4857143,65.66371681,SmCladocera
E19001170zoo,A,170,Bosmina,288.65,9.380530973,SmCladocera
E19001170zoo,A,170,Cyclopoida,386.98,23.45132743,Cyclopoid
E19001170zoo,A,170,Calanoida,589.2923077,60.97345133,Calanoid
E19001170zoo,A,170,Daphnia,715.1333333,14.07079646,LgCladocera
E19001179zoo,A,179,Monostyla,126.7,2.920353982,Rotifer
E19001179zoo,A,179,Keratella.quadrata,133.1,2.920353982,Rotifer
E19001179zoo,A,179,Keratella.cochlearis,151.4,11.68141593,Rotifer
E19001179zoo,A,179,Conochilus,159.8,2.920353982,Rotifer
E19001179zoo,A,179,Nauplii,181.172,93.45132743,Nauplii
E19001179zoo,A,179,Ceriodaphnia,250.5,2.920353982,LgCladocera
E19001179zoo,A,179,Chydorus,271.9,2.920353982,SmCladocera
E19001179zoo,A,179,Bosmina,304.1,2.920353982,SmCladocera
E19001179zoo,A,179,Calanoida,784.788,122.6548673,Calanoid
E19001182zoo,A,182,Lecane,102.1,1.097345133,Rotifer
E19001182zoo,A,182,Brachionus,104.2,1.097345133,Rotifer
E19001182zoo,A,182,Nauplii,176.75,21.94690265,Nauplii
E19001182zoo,A,182,Keratella.cochlearis,180.4,3.292035398,Rotifer
E19001182zoo,A,182,Chydorus,187.9,1.097345133,SmCladocera
E19001182zoo,A,182,Ceriodaphnia,368.15,10.97345133,LgCladocera
E19001182zoo,A,182,Cyclopoida,610.2333333,6.584070796,Cyclopoid
E19001182zoo,A,182,Calanoida,815.348,30.72566372,Calanoid
E19001196zoo,A,196,Polyarthra,83.16666667,5.442477876,Rotifer
E19001196zoo,A,196,Keratella.cochlearis,120,3.628318584,Rotifer
E19001196zoo,A,196,Nauplii,139.444,126.9911504,Nauplii
E19001196zoo,A,196,Diaphanosoma,314.7,1.814159292,LgCladocera
E19001196zoo,A,196,Calanoida,867.2909091,19.95575221,Calanoid
E19001204zoo,A,204,Keratella.quadrata,139,2.079646018,Rotifer
E19001204zoo,A,204,Nauplii,175.6125,49.91150442,Nauplii
E19001204zoo,A,204,Platyias,216.2,4.159292035,Rotifer
E19001204zoo,A,204,Chydorus,230.3,4.159292035,SmCladocera
E19001204zoo,A,204,Ceriodaphnia,337.65,24.95575221,LgCladocera
E19001204zoo,A,204,Cyclopoida,419.8733333,31.19469027,Cyclopoid
E19001204zoo,A,204,Diaphanosoma,472.4666667,6.238938053,LgCladocera
E19001204zoo,A,204,Calanoida,694.6777778,18.71681416,Calanoid
E19002115zoo,B,115,Polyarthra,114.54,29.6460177,Rotifer
E19002115zoo,B,115,Keratella.cochlearis,135.096,1980.353982,Rotifer
E19002115zoo,B,115,Filinia,139.6,5.92920354,Rotifer
E19002115zoo,B,115,Nauplii,181.26,249.0265487,Nauplii
E19002115zoo,B,115,Synchaeta,206.4,5.92920354,Rotifer
E19002115zoo,B,115,Chydorus,240.3,5.92920354,SmCladocera
E19002115zoo,B,115,Bosmina,346.725,47.43362832,SmCladocera
E19002115zoo,B,115,Cyclopoida,475.752,142.300885,Cyclopoid
E19002118zoo,B,118,Keratella.cochlearis,76.532,3981.415929,Rotifer
E19002118zoo,B,118,Filinia,118.1,9.734513274,Rotifer
E19002118zoo,B,118,Nauplii,155.76,204.4247788,Nauplii
E19002118zoo,B,118,Bosmina,296.464,369.9115044,SmCladocera
E19002118zoo,B,118,Cyclopoida,457.076,837.1681416,Cyclopoid
E19002121zoo,B,121,Polyarthra,91.16666667,29.73451327,Rotifer
E19002121zoo,B,121,Keratella.cochlearis,101.376,6819.115044,Rotifer
E19002121zoo,B,121,Conochilus,124.7,9.911504425,Rotifer
E19002121zoo,B,121,Keratella.quadrata,147.275,39.6460177,Rotifer
E19002121zoo,B,121,Nauplii,148.2642857,138.7610619,Nauplii
E19002121zoo,B,121,Filinia,153.2666667,29.73451327,Rotifer
E19002121zoo,B,121,Synchaeta,161.2,168.4955752,Rotifer
E19002121zoo,B,121,Bosmina,288.225,79.2920354,SmCladocera
E19002121zoo,B,121,Cyclopoida,416,287.4336283,Cyclopoid
E19002124zoo,B,124,Keratella.cochlearis,83.792,6178.053097,Rotifer
E19002124zoo,B,124,Keratella.quadrata,153.55,21.94690265,Rotifer
E19002124zoo,B,124,Nauplii,209.5285714,38.40707965,Nauplii
E19002124zoo,B,124,Bosmina,259.7777778,49.38053097,SmCladocera
E19002124zoo,B,124,Cyclopoida,440.344,384.0707965,Cyclopoid
E19002126zoo,B,126,Keratella.cochlearis,88.976,7054.513274,Rotifer
E19002126zoo,B,126,Nauplii,115.8166667,96.63716814,Nauplii
E19002126zoo,B,126,Keratella.quadrata,142.1666667,48.31858407,Rotifer
E19002126zoo,B,126,Chydorus,204.2,16.10619469,SmCladocera
E19002126zoo,B,126,Bosmina,357.924,499.2920354,SmCladocera
E19002126zoo,B,126,Cyclopoida,512.58,418.7610619,Cyclopoid
E19002130zoo,B,130,Keratella.cochlearis,96.872,3044.070796,Rotifer
E19002130zoo,B,130,Nauplii,123.016,227.7876106,Nauplii
E19002130zoo,B,130,Keratella.quadrata,165.8,27.61061947,Rotifer
E19002130zoo,B,130,Bosmina,297.7666667,20.7079646,SmCladocera
E19002130zoo,B,130,Asplanchna,506.8,13.80530973,Rotifer
E19002130zoo,B,130,Cyclopoida,526.768,262.300885,Cyclopoid
E19002130zoo,B,130,Daphnia,861.7,6.902654867,LgCladocera
E19002133zoo,B,133,Polyarthra,93.55,11.50442478,Rotifer
E19002133zoo,B,133,Keratella.cochlearis,127.452,1817.699115,Rotifer
E19002133zoo,B,133,Nauplii,132.212,189.8230088,Nauplii
E19002133zoo,B,133,Keratella.quadrata,156.4125,46.01769912,Rotifer
E19002133zoo,B,133,Bosmina,274.6,23.00884956,SmCladocera
E19002133zoo,B,133,Asplanchna,364.5333333,17.25663717,Rotifer
E19002133zoo,B,133,Cyclopoida,509.8466667,86.28318584,Cyclopoid
E19002137zoo,B,137,Pompholyx,93.7,2.920353982,Rotifer
E19002137zoo,B,137,Polyarthra,94.9,8.761061947,Rotifer
E19002137zoo,B,137,Keratella.cochlearis,100.456,75.92920354,Rotifer
E19002137zoo,B,137,Nauplii,136.436,110.9734513,Nauplii
E19002137zoo,B,137,Keratella.quadrata,159.8,11.68141593,Rotifer
E19002137zoo,B,137,Synchaeta,169.05,29.20353982,Rotifer
E19002137zoo,B,137,Chydorus,243.83,29.20353982,SmCladocera
E19002137zoo,B,137,Bosmina,286.536,303.7168142,SmCladocera
E19002137zoo,B,137,Asplanchna,390.3444444,26.28318584,Rotifer
E19002137zoo,B,137,Cyclopoida,513.9375,23.36283186,Cyclopoid
E19002140zoo,B,140,Polyarthra,84.1125,53.09734513,Rotifer
E19002140zoo,B,140,Keratella.cochlearis,88.87777778,59.73451327,Rotifer
E19002140zoo,B,140,Keratella.quadrata,140.5,6.637168142,Rotifer
E19002140zoo,B,140,Nauplii,156.1363636,146.0176991,Nauplii
E19002140zoo,B,140,Chydorus,296.7,6.637168142,SmCladocera
E19002140zoo,B,140,Asplanchna,354,19.91150442,Rotifer
E19002140zoo,B,140,Bosmina,375.6714286,46.46017699,SmCladocera
E19002140zoo,B,140,Cyclopoida,430.25,26.54867257,Cyclopoid
E19002140zoo,B,140,Daphnia,918,13.27433628,LgCladocera
E19002140zoo,B,140,Calanoida,1276.5,26.54867257,Calanoid
E19002142zoo,B,142,Keratella.cochlearis,88.58,10.17699115,Rotifer
E19002142zoo,B,142,Polyarthra,90.14117647,34.60176991,Rotifer
E19002142zoo,B,142,Nauplii,133.984,89.55752212,Nauplii
E19002142zoo,B,142,Keratella.quadrata,145.825,8.14159292,Rotifer
E19002142zoo,B,142,Chydorus,252.75,4.07079646,SmCladocera
E19002142zoo,B,142,Cyclopoida,304.8428571,14.24778761,Cyclopoid
E19002142zoo,B,142,Bosmina,333.88,59.02654867,SmCladocera
E19002142zoo,B,142,Daphnia,599.4428571,14.24778761,LgCladocera
E19002144zoo,B,144,Keratella.cochlearis,81.8,7.787610619,Rotifer
E19002144zoo,B,144,Nauplii,134.1909091,85.66371681,Nauplii
E19002144zoo,B,144,Keratella.quadrata,153.7666667,11.68141593,Rotifer
E19002144zoo,B,144,Bosmina,230.072,471.1504425,SmCladocera
E19002144zoo,B,144,Chydorus,348,3.89380531,SmCladocera
E19002144zoo,B,144,Cyclopoida,361.88,19.46902655,Cyclopoid
E19002144zoo,B,144,Diaphanosoma,377.5,3.89380531,LgCladocera
E19002144zoo,B,144,Asplanchna,442.1,3.89380531,Rotifer
E19002144zoo,B,144,Daphnia,569.625,15.57522124,LgCladocera
E19002147zoo,B,147,Keratella.cochlearis,88.01666667,37.16814159,Rotifer
E19002147zoo,B,147,Lecane,111.7,6.194690265,Rotifer
E19002147zoo,B,147,Nauplii,141.4333333,130.0884956,Nauplii
E19002147zoo,B,147,Keratella.quadrata,147.85,12.38938053,Rotifer
E19002147zoo,B,147,Synchaeta,165.8529412,105.3097345,Rotifer
E19002147zoo,B,147,Ceriodaphnia,264.7,6.194690265,LgCladocera
E19002147zoo,B,147,Bosmina,329.272,185.840708,SmCladocera
E19002147zoo,B,147,Cyclopoida,549,6.194690265,Cyclopoid
E19002147zoo,B,147,Daphnia,612.9,24.77876106,LgCladocera
E19002147zoo,B,147,Calanoida,1446,6.194690265,Calanoid
E19002149zoo,B,149,Polyarthra,80.67894737,48.76106195,Rotifer
E19002149zoo,B,149,Keratella.cochlearis,101.13,25.66371681,Rotifer
E19002149zoo,B,149,Lecane,104.8,5.132743363,Rotifer
E19002149zoo,B,149,Nauplii,116.912,87.25663717,Nauplii
E19002149zoo,B,149,Pompholyx,132.9736842,48.76106195,Rotifer
E19002149zoo,B,149,Synchaeta,136.8058824,43.62831858,Rotifer
E19002149zoo,B,149,Conochilus,144,2.566371681,Rotifer
E19002149zoo,B,149,Keratella.quadrata,148,20.53097345,Rotifer
E19002149zoo,B,149,Chydorus,229.075,10.26548673,SmCladocera
E19002149zoo,B,149,Ceriodaphnia,268.6,2.566371681,LgCladocera
E19002149zoo,B,149,Bosmina,347.68,79.55752212,SmCladocera
E19002149zoo,B,149,Calanoida,390.4,2.566371681,Calanoid
E19002149zoo,B,149,Asplanchna,467.4,2.566371681,Rotifer
E19002149zoo,B,149,Daphnia,488.7666667,7.699115044,LgCladocera
E19002151zoo,B,151,Keratella.cochlearis,86.71666667,19.6460177,Rotifer
E19002151zoo,B,151,Nauplii,159.828,108.0530973,Nauplii
E19002151zoo,B,151,Keratella.quadrata,162.6666667,9.82300885,Rotifer
E19002151zoo,B,151,Diaphanosoma,287.0666667,9.82300885,LgCladocera
E19002151zoo,B,151,Bosmina,360.5333333,9.82300885,SmCladocera
E19002151zoo,B,151,Asplanchna,378.5,3.274336283,Rotifer
E19002151zoo,B,151,Cyclopoida,495.0666667,9.82300885,Cyclopoid
E19002151zoo,B,151,Daphnia,501.65,52.38938053,LgCladocera
E19002151zoo,B,151,Calanoida,904.6,3.274336283,Calanoid
E19002154zoo,B,154,Filinia,125.4,4.513274336,Rotifer
E19002154zoo,B,154,Keratella.cochlearis,132,13.53982301,Rotifer
E19002154zoo,B,154,Keratella.quadrata,146.54,22.56637168,Rotifer
E19002154zoo,B,154,Synchaeta,148.7833333,27.07964602,Rotifer
E19002154zoo,B,154,Pompholyx,150.4666667,13.53982301,Rotifer
E19002154zoo,B,154,Nauplii,154.476,306.9026549,Nauplii
E19002154zoo,B,154,Cyclopoida,303.8,4.513274336,Cyclopoid
E19002154zoo,B,154,Ceriodaphnia,340.5125,36.10619469,LgCladocera
E19002154zoo,B,154,Calanoida,434.8888889,40.61946903,Calanoid
E19002161zoo,B,161,Pompholyx,85.9,5.398230088,Rotifer
E19002161zoo,B,161,Brachionus,98.3,5.398230088,Rotifer
E19002161zoo,B,161,Lecane,109,5.398230088,Rotifer
E19002161zoo,B,161,Monostyla,116.8,10.79646018,Rotifer
E19002161zoo,B,161,Nauplii,143.452,145.7522124,Nauplii
E19002161zoo,B,161,Keratella.quadrata,145.5875,43.18584071,Rotifer
E19002161zoo,B,161,Keratella.cochlearis,149.0166667,64.77876106,Rotifer
E19002161zoo,B,161,Cyclopoida,380.4,10.79646018,Cyclopoid
E19002161zoo,B,161,Ceriodaphnia,394.6066667,80.97345133,LgCladocera
E19002161zoo,B,161,Calanoida,548.49,53.98230088,Calanoid
E19002161zoo,B,161,Daphnia,688.3875,43.18584071,LgCladocera
E19002168zoo,B,168,Keratella.cochlearis,138.524,193.2743363,Rotifer
E19002168zoo,B,168,Nauplii,148.2,237.8761062,Nauplii
E19002168zoo,B,168,Keratella.quadrata,153.1,4.955752212,Rotifer
E19002168zoo,B,168,Ceriodaphnia,378.52,74.33628319,LgCladocera
E19002168zoo,B,168,Calanoida,651.2142857,34.69026549,Calanoid
E19002168zoo,B,168,Daphnia,749.9,4.955752212,LgCladocera
E19002170zoo,B,170,Pompholyx,67.1,3.274336283,Rotifer
E19002170zoo,B,170,Polyarthra,84.86,16.37168142,Rotifer
E19002170zoo,B,170,Keratella.quadrata,129.4,16.37168142,Rotifer
E19002170zoo,B,170,Keratella.cochlearis,143.7111111,58.9380531,Rotifer
E19002170zoo,B,170,Nauplii,163.7956522,75.30973451,Nauplii
E19002170zoo,B,170,Chydorus,232.55,6.548672566,SmCladocera
E19002170zoo,B,170,Bosmina,282.9571429,22.92035398,SmCladocera
E19002170zoo,B,170,Ceriodaphnia,309.55,6.548672566,LgCladocera
E19002170zoo,B,170,Cyclopoida,385.425,13.09734513,Cyclopoid
E19002170zoo,B,170,Calanoida,554.5666667,9.82300885,Calanoid
E19002179zoo,B,179,Polyarthra,104.5,4.513274336,Rotifer
E19002179zoo,B,179,Keratella.quadrata,131.7666667,13.53982301,Rotifer
E19002179zoo,B,179,Conochilus,143.6666667,13.53982301,Rotifer
E19002179zoo,B,179,Keratella.cochlearis,151.132,212.1238938,Rotifer
E19002179zoo,B,179,Nauplii,173.36,135.3982301,Nauplii
E19002179zoo,B,179,Chydorus,247.3,4.513274336,SmCladocera
E19002179zoo,B,179,Bosmina,250.8214286,63.18584071,SmCladocera
E19002179zoo,B,179,Cyclopoida,293.625,18.05309735,Cyclopoid
E19002179zoo,B,179,Ceriodaphnia,314.4333333,13.53982301,LgCladocera
E19002179zoo,B,179,Calanoida,839.79375,72.21238938,Calanoid
E19002182zoo,B,182,Conochilus,92.95,22.65486726,Rotifer
E19002182zoo,B,182,Keratella.cochlearis,138.096,322.8318584,Rotifer
E19002182zoo,B,182,Nauplii,174.28,84.95575221,Nauplii
E19002182zoo,B,182,Ceriodaphnia,251.9,5.663716814,LgCladocera
E19002182zoo,B,182,Cyclopoida,290.05,11.32743363,Cyclopoid
E19002182zoo,B,182,Calanoida,603.9,5.663716814,Calanoid
E19002196zoo,B,196,Pompholyx,107.2,2.03539823,Rotifer
E19002196zoo,B,196,Keratella.cochlearis,135.8571429,14.24778761,Rotifer
E19002196zoo,B,196,Nauplii,163.952,63.09734513,Nauplii
E19002196zoo,B,196,Trichocerca,168.8,2.03539823,Rotifer
E19002196zoo,B,196,Euchlanis,171.8,2.03539823,Rotifer
E19002196zoo,B,196,Bosmina,228.76,10.17699115,SmCladocera
E19002196zoo,B,196,Chydorus,270.2,16.28318584,SmCladocera
E19002196zoo,B,196,Ceriodaphnia,308.45,12.21238938,LgCladocera
E19002196zoo,B,196,Diaphanosoma,368.4,2.03539823,LgCladocera
E19002196zoo,B,196,Cyclopoida,519.1583333,24.42477876,Cyclopoid
E19002196zoo,B,196,Calanoida,752.525,16.28318584,Calanoid
E19002204zoo,B,204,Keratella.cochlearis,135.375,13.80530973,Rotifer
E19002204zoo,B,204,Mytilina,159,3.451327434,Rotifer
E19002204zoo,B,204,Nauplii,164.112,169.1150442,Nauplii
E19002204zoo,B,204,Chydorus,260.35,27.61061947,SmCladocera
E19002204zoo,B,204,Diaphanosoma,315.4,3.451327434,LgCladocera
E19002204zoo,B,204,Cyclopoida,566.5636364,75.92920354,Cyclopoid
E19002204zoo,B,204,Ceriodaphnia,613.4,3.451327434,LgCladocera
E19002204zoo,B,204,Calanoida,921.7,3.451327434,Calanoid
E19003115zoo,C,115,Pompholyx,92.2,5.044247788,Rotifer
E19003115zoo,C,115,Polyarthra,114.6916667,60.53097345,Rotifer
E19003115zoo,C,115,Keratella.cochlearis,132.564,1054.247788,Rotifer
E19003115zoo,C,115,Filinia,144.6,5.044247788,Rotifer
E19003115zoo,C,115,Conochilus,151.3,5.044247788,Rotifer
E19003115zoo,C,115,Nauplii,169.164,226.9911504,Nauplii
E19003115zoo,C,115,Bosmina,379.1727273,55.48672566,SmCladocera
E19003115zoo,C,115,Cyclopoida,480.9818182,55.48672566,Cyclopoid
E19003115zoo,C,115,Calanoida,863.7,5.044247788,Calanoid
E19003118zoo,C,118,Polyarthra,93.1375,36.10619469,Rotifer
E19003118zoo,C,118,Keratella.cochlearis,100.36,2229.557522,Rotifer
E19003118zoo,C,118,Pompholyx,117.8,4.513274336,Rotifer
